Among	PRP	among
with	PRP	with
Penny	NP0	penny
otherwise	AV0	otherwise
than	CJS	than
in	PRP	in
an	AT0	an
incidental	AJ0	incidental
meeting	NN1	meeting|meet
at	PRP	at
Mr	NP0	mr
Luff	NP0	luff
's	POS	's
.	SENT	.
It	PNP	it
was	VBD	be
not	XX0	not
so	AV0	so
easy	AJ0	easy
to	TO0	to
get	VVI	get
invited	VVN	invite|invited
to	PRP	to
Long	NP0	long
Meadows	NP0	meadows
,	PUN	,
the	AT0	the
residence	NN1	residence
of	PRF	of
the	AT0	the
Palfreys	NP0	Palfreys
;	PUN	;
for	PRP	for
though	CJS	though
Mr	NP0	mr
Palfrey	NP0	palfrey
had	VHD	have
been	VBN	be
losing	VVG	lose|losing
money	NN1	money
of	PRF	of
late	AJ0	late
years	NN2	year
,	PUN	,
not	XX0	not
being	VBG	be
able	AJ0	able
quite	AV0	quite
to	TO0	to
recover	VVI	recover
his	DPS	he
feet	NN2	foot
after	PRP	after
the	AT0	the
terrible	AJ0	terrible
murrain	NN1	murrain
which	DTQ	which
forced	VVD	force|forced
him	PNP	he
to	TO0	to
borrow	VVI	borrow
,	PUN	,
his	DPS	he
family	NN1	family
were	VBD	be
far	AV0	far
from	PRP	from
considering	VVG	consider
themselves	PNX	themselves
on	PRP	on
the	AT0	the
same	DT0	same
level	NN1	level
even	AV0	even
as	CJS	as
the	AT0	the
old-established	AJ0	old-established
tradespeople	NN1	tradespeople
with	PRP	with
whom	PNQ	whom
they	PNP	they
visited	VVD	visit
.	SENT	.
The	AT0	the
greatest	AJS	great
people	NN0	people
,	PUN	,
even	AV0	even
kings	NN2	king
and	CJC	and
queens	NN2	queen
,	PUN	,
must	VM0	must
visit	VVI	visit
with	PRP	with
somebody	PNI	somebody
,	PUN	,
and	CJC	and
the	AT0	the
equals	NN2	equal
of	PRF	of
the	AT0	the
great	AJ0	great
are	VBB	be
scarce	AJ0	scarce
.	SENT	.
They	PNP	they
were	VBD	be
especially	AV0	especially
scarce	AJ0	scarce
at	PRP	at
Grimworth	NP0	Grimworth
,	PUN	,
which	DTQ	which
,	PUN	,
as	CJS	as
I	PNP	i
have	VHB	have
before	AV0	before
observed	VVN	observe|observed
,	PUN	,
was	VBD	be
a	AT0	a
low	AJ0	low
parish	NN1	parish
,	PUN	,
mentioned	VVN	mention
with	PRP	with
the	AT0	the
most	AV0	most
scornful	AJ0	scornful
brevity	NN1	brevity
in	PRP	in
gazetteers	NN2	gazetteer
.	SENT	.
Even	AV0	even
the	AT0	the
great	AJ0	great
people	NN0	people
there	EX0	there
were	VBD	be
far	AV0	far
behind	PRP	behind
those	DT0	those
of	PRF	of
their	DPS	they
own	DT0	own
standing	NN1	standing|stand
in	PRP	in
other	AJ0	other
parts	NN2	part
of	PRF	of
this	DT0	this
realm	NN1	realm
.	SENT	.
Mr	NP0	mr
Palfrey	NP0	palfrey
's	POS	's
farmyard	NN1	farmyard
doors	NN2	door
had	VHD	have
the	AT0	the
paint	NN1	paint
all	AV0	all
worn	VVN	wear|worn
off	PRP	off
them	PNP	they
,	PUN	,
and	CJC	and
the	AT0	the
front	AJ0	front
garden	NN1	garden
walks	NN2	walk
had	VHD	have
long	AV0	long
been	VBN	be
merged	VVN	merge|merged
in	PRP	in
a	AT0	a
general	AJ0	general
weediness	NN1	weediness
.	SENT	.
Still	AV0	still
,	PUN	,
his	DPS	he
father	NN1	father
had	VHD	have
been	VBN	be
called	VVN	call|called
Squire	NP0	squire
Palfrey	NP0	palfrey
,	PUN	,
and	CJC	and
had	VHD	have
been	VBN	be
respected	VVN	respect|respected
by	PRP	by
the	AT0	the
last	ORD	last
Grimworth	NP0	Grimworth
generation	NN1	generation
as	PRP	as
a	AT0	a
man	NN1	man
who	PNQ	who
could	VM0	could
afford	VVI	afford
to	TO0	to
drink	VVI	drink
too	AV0	too
much	AV0	much
in	PRP	in
his	DPS	he
own	DT0	own
house	NN1	house
.	SENT	.
Pretty	AV0	pretty
Penny	NP0	penny
was	VBD	be
not	XX0	not
blind	AJ0	blind
to	PRP	to
the	AT0	the
fact	NN1	fact
that	CJT	that
Mr	NP0	mr
Freely	AV0	freely
admired	VVD	admire
her	PNP	she
,	PUN	,
and	CJC	and
she	PNP	she
felt	VVD	feel
sure	AJ0	sure
that	CJT	that
it	PNP	it
was	VBD	be
he	PNP	he
who	PNQ	who
had	VHD	have
sent	VVN	send
her	PNP	she
a	AT0	a
beautiful	AJ0	beautiful
valentine	NN1	valentine
;	PUN	;
but	CJC	but
her	DPS	she
sister	NN1	sister
seemed	VVD	seem
to	TO0	to
think	VVI	think
so	AV0	so
lightly	AV0	lightly
of	PRF	of
him	PNP	he
(	PUL	(
all	DT0	all
young	AJ0	young
ladies	NN2	lady
think	VVB	think
lightly	AV0	lightly
of	PRF	of
the	AT0	the
gentlemen	NN2	gentleman
to	PRP	to
whom	PNQ	whom
they	PNP	they
are	VBB	be
not	XX0	not
engaged	VVN	engage|engaged
)	PUR	)
,	PUN	,
that	CJT	that
Penny	NP0	penny
never	AV0	never
dared	VVD	dare
mention	VVB	mention
him	PNP	he
,	PUN	,
and	CJC	and
trembled	VVD	tremble
and	CJC	and
blushed	VVD	blush
whenever	AVQ	whenever
they	PNP	they
met	VVD	meet
him	PNP	he
,	PUN	,
thinking	VVG	thinking|think
of	PRF	of
the	AT0	the
valentine	NN1	valentine
,	PUN	,
which	DTQ	which
was	VBD	be
very	AV0	very
strong	AJ0	strong
in	PRP	in
its	DPS	it
expressions	NN2	expression
,	PUN	,
and	CJC	and
which	DTQ	which
she	PNP	she
felt	VVD	feel
guilty	AJ0	guilty
of	PRF	of
knowing	VVG	know|knowing
by	PRP	by
heart	NN1	heart
.	SENT	.
A	AT0	a
man	NN1	man
who	PNQ	who
had	VHD	have
been	VBN	be
to	PRP	to
the	AT0	the
Indies	NP0	indies
,	PUN	,
and	CJC	and
knew	VVD	know
the	AT0	the
sea	NN1	sea
so	AV0	so
well	AV0	well
,	PUN	,
seemed	VVD	seem
to	PRP	to
her	PNP	she
a	AT0	a
sort	NN1	sort
of	PRF	of
public	AJ0	public
character	NN1	character
,	PUN	,
almost	AV0	almost
like	PRP	like
Robinson	NP0	robinson
Crusoe	NP0	crusoe
or	CJC	or
Captain	NP0	captain
Cook	NP0	cook
;	PUN	;
and	CJC	and
Penny	NP0	penny
had	VHD	have
always	AV0	always
wished	VVN	wish
her	DPS	she
husband	NN1	husband
to	TO0	to
be	VBI	be
a	AT0	a
remarkable	AJ0	remarkable
personage	NN1	personage
,	PUN	,
likely	AJ0	likely
to	TO0	to
be	VBI	be
put	VVN	put
in	PRP	in
Mangnall	NP0	mangnall
's	POS	's
Questions	NN2	question
,	PUN	,
with	PRP	with
which	DTQ	which
register	NN1	register
of	PRF	of
the	AT0	the
immortals	NN2	immortal
she	PNP	she
had	VHD	have
become	VVN	become
acquainted	VVN	acquaint
during	PRP	during
her	DPS	she
one	CRD	one
year	NN1	year
at	PRP	at
a	AT0	a
boarding-school	NN1	boarding-school
.	SENT	.
Only	AV0	only
it	PNP	it
seemed	VVD	seem
strange	AJ0	strange
that	CJT	that
a	AT0	a
remarkable	AJ0	remarkable
man	NN1	man
should	VM0	should
be	VBI	be
a	AT0	a
confectioner	NN1	confectioner
and	CJC	and
pastry-cook	NN1	pastry-cook
,	PUN	,
and	CJC	and
this	DT0	this
anomaly	NN1	anomaly
quite	AV0	quite
disturbed	VVN	disturb|disturbed
Penny	NP0	penny
's	POS	's
dreams	NN2	dream
.	SENT	.
Her	DPS	she
brothers	NN2	brother
,	PUN	,
she	PNP	she
knew	VVD	know
,	PUN	,
laughed	VVD	laugh
at	PRP	at
men	NN2	man
who	PNQ	who
could	VM0	could
n't	XX0	not
sit	VVI	sit
on	PRP	on
horseback	NN1	horseback
well	AV0	well
,	PUN	,
and	CJC	and
called	VVD	call|called
them	PNP	they
tailors	NN2	tailor
;	PUN	;
but	CJC	but
her	DPS	she
brothers	NN2	brother
were	VBD	be
very	AV0	very
rough	AJ0	rough
,	PUN	,
and	CJC	and
were	VBD	be
quite	AV0	quite
without	PRP	without
that	DT0	that
power	NN1	power
of	PRF	of
anecdote	NN1	anecdote
which	DTQ	which
made	VVD	make
Mr	NP0	mr
Freely	AV0	freely
such	DT0	such
a	AT0	a
delightful	AJ0	delightful
companion	NN1	companion
.	SENT	.
He	PNP	he
was	VBD	be
a	AT0	a
very	AV0	very
good	AJ0	good
man	NN1	man
,	PUN	,
she	PNP	she
thought	VVD	think
,	PUN	,
for	CJS	for
she	PNP	she
had	VHD	have
heard	VVN	hear
him	PNP	he
say	VVI	say
at	PRP	at
Mr	NP0	mr
Luff	NP0	luff
's	POS	's
,	PUN	,
one	CRD	one
day	NN1	day
,	PUN	,
that	CJT	that
he	PNP	he
always	AV0	always
wished	VVD	wish|wished
to	TO0	to
do	VDI	do
his	DPS	he
duty	NN1	duty
in	PRP	in
whatever	DTQ	whatever
state	NN1	state
of	PRF	of
life	NN1	life
he	PNP	he
might	VM0	might
be	VBI	be
placed	VVN	place
;	PUN	;
and	CJC	and
he	PNP	he
knew	VVD	know
a	AT0	a
great	AJ0	great
deal	NN1	deal
of	PRF	of
poetry	NN1	poetry
,	PUN	,
for	PRP	for
one	CRD	one
day	NN1	day
he	PNP	he
had	VHD	have
repeated	VVN	repeat
a	AT0	a
verse	NN1	verse
of	PRF	of
a	AT0	a
song	NN1	song
.	SENT	.
She	PNP	she
wondered	VVD	wonder
if	CJS	if
he	PNP	he
had	VHD	have
made	VVN	make
the	AT0	the
words	NN2	word
of	PRF	of
the	AT0	the
valentine	NN1	valentine
!	SENT	!
it	PNP	it
ended	VVD	end
in	PRP	in
this	DT0	this
way	NN1	way
:	PUN	:
"	PUQ	"
Without	PRP	without
thee	PNP	thou
,	PUN	,
it	PNP	it
is	VBZ	be
pain	NN1	pain
to	TO0	to
live	VVI	live
,	PUN	,
But	CJC	but
with	PRP	with
thee	PNP	thou
,	PUN	,
it	PNP	it
were	VBD	be
sweet	AJ0	sweet
to	TO0	to
die	VVI	die
.	SENT	.
"	PUQ	"
Poor	AJ0	poor
Mr	NP0	mr
Freely	AV0	freely
!	SENT	!
her	DPS	she
father	NN1	father
would	VM0	would
very	AV0	very
likely	AJ0	likely
object	NN1	object
she	PNP	she
felt	VVD	feel
sure	AJ0	sure
he	PNP	he
would	VM0	would
,	PUN	,
for	PRP	for
he	PNP	he
always	AV0	always
called	VVD	call|called
Mr	NP0	mr
Freely	AV0	freely
"	PUQ	"
that	DT0	that
sugar-plum	AJ0	sugar-plum
fellow	NN1	fellow
.	SENT	.
"	PUQ	"
Oh	ITJ	oh
,	PUN	,
it	PNP	it
was	VBD	be
very	AV0	very
cruel	AJ0	cruel
,	PUN	,
when	CJS	when
true	AJ0	true
love	NN1	love
was	VBD	be
crossed	VVN	cross
in	PRP	in
that	DT0	that
way	NN1	way
,	PUN	,
and	CJC	and
all	DT0	all
because	CJS	because
Mr	NP0	mr
Freely	AV0	freely
was	VBD	be
a	AT0	a
confectioner	NN1	confectioner
:	PUN	:
well	AV0	well
,	PUN	,
Penny	NP0	penny
would	VM0	would
be	VBI	be
true	AJ0	true
to	PRP	to
him	PNP	he
,	PUN	,
for	PRP	for
all	DT0	all
that	DT0	that
,	PUN	,
and	CJC	and
since	CJS	since
his	DPS	he
being	VBG	be
a	AT0	a
confectioner	NN1	confectioner
gave	VVD	give
her	PNP	she
an	AT0	an
opportunity	NN1	opportunity
of	PRF	of
showing	VVG	show|showing
her	DPS	she
faithfulness	NN1	faithfulness
,	PUN	,
she	PNP	she
was	VBD	be
glad	AJ0	glad
of	PRF	of
it	PNP	it
.	SENT	.
Edward	NP0	edward
Freely	AV0	freely
was	VBD	be
a	AT0	a
pretty	AJ0	pretty
name	NN1	name
,	PUN	,
much	AV0	much
better	AJC	good
than	CJS	than
John	NP0	john
Towers	NP0	towers
.	SENT	.
Young	NP0	young
Towers	NP0	towers
had	VHD	have
offered	VVN	offer|offered
her	PNP	she
a	AT0	a
rose	NN1	rose
out	AVP	out
of	PRF	of
his	DPS	he
button-hole	NN1	button-hole
the	AT0	the
other	AJ0	other
day	NN1	day
,	PUN	,
blushing	VVG	blush
very	AV0	very
much	AV0	much
;	PUN	;
but	CJC	but
she	PNP	she
refused	VVD	refuse|refused
it	PNP	it
,	PUN	,
and	CJC	and
thought	VVD	think
with	PRP	with
delight	NN1	delight
how	AVQ	how
much	DT0	much
Mr	NP0	mr
Freely	AV0	freely
would	VM0	would
be	VBI	be
comforted	VVN	comfort
if	CJS	if
he	PNP	he
knew	VVD	know
her	DPS	she
firmness	NN1	firmness
of	PRF	of
mind	NN1	mind
.	SENT	.
Poor	AJ0	poor
little	AJ0	little
Penny	NN1	penny
!	SENT	!
the	AT0	the
days	NN2	day
were	VBD	be
so	AV0	so
very	AV0	very
long	AJ0	long
among	PRP	among
the	AT0	the
daisies	NN2	daisy
on	PRP	on
a	AT0	a
grazing	AJ0	grazing|graze
farm	NN1	farm
,	PUN	,
and	CJC	and
thought	NN1	thought
is	VBZ	be
so	AV0	so
active	AJ0	active
how	AVQ	how
was	VBD	be
it	PNP	it
possible	AJ0	possible
that	CJT	that
the	AT0	the
inward	AJ0	inward
drama	NN1	drama
should	VM0	should
not	XX0	not
get	VVI	get
the	AT0	the
start	NN1	start
of	PRF	of
the	AT0	the
outward	AJ0	outward
?	SENT	?
I	PNP	i
have	VHB	have
known	VVN	know|known
young	AJ0	young
ladies	NN2	lady
,	PUN	,
much	AV0	much
better	AV0	well
educated	VVN	educate|educated
,	PUN	,
and	CJC	and
with	PRP	with
an	AT0	an
outward	AJ0	outward
world	NN1	world
diversified	VVN	diversify
by	PRP	by
instructive	AJ0	instructive
lectures	NN2	lecture
,	PUN	,
to	TO0	to
say	VVI	say
nothing	PNI	nothing
of	PRF	of
literature	NN1	literature
and	CJC	and
highly-developed	AJ0	highly-developed
fancy-work	NN1	fancy-work
,	PUN	,
who	PNQ	who
have	VHB	have
spun	VVN	spin|spun
a	AT0	a
cocoon	NN1	cocoon
of	PRF	of
visionary	AJ0	visionary
joys	NN2	joy
and	CJC	and
sorrows	NN2	sorrow
for	PRP	for
themselves	PNX	themselves
,	PUN	,
just	AV0	just
as	CJS	as
Penny	NP0	penny
did	VDD	do
.	SENT	.
Her	DPS	she
elder	AJC	elder
sister	NN1	sister
Letitia	NP0	letitia
,	PUN	,
who	PNQ	who
had	VHD	have
a	AT0	a
prouder	AJC	proud
style	NN1	style
of	PRF	of
beauty	NN1	beauty
,	PUN	,
and	CJC	and
a	AT0	a
more	AV0	more
worldly	AJ0	worldly
ambition	NN1	ambition
,	PUN	,
was	VBD	be
engaged	VVN	engage|engaged
to	PRP	to
a	AT0	a
wool-factor	NN1	wool-factor
,	PUN	,
who	PNQ	who
came	VVD	come
all	DT0	all
the	AT0	the
way	NN1	way
from	PRP	from
Cattelton	NP0	Cattelton
to	TO0	to
see	VVI	see
her	PNP	she
;	PUN	;
and	CJC	and
everybody	PNI	everybody
knows	VVZ	know
that	CJT	that
a	AT0	a
wool-factor	NN1	wool-factor
takes	VVZ	take
a	AT0	a
very	AV0	very
high	AJ0	high
rank	NN1	rank
,	PUN	,
sometimes	AV0	sometimes
driving	VVG	drive|driving
a	AT0	a
double-bodied	AJ0	double-bodied
gig	NN1	gig
.	SENT	.
Letty	NP0	letty
's	POS	's
notions	NN2	notion
got	VVD	get
higher	AJC	high
every	AT0	every
day	NN1	day
,	PUN	,
and	CJC	and
Penny	NP0	penny
never	AV0	never
dared	VVD	dare
to	TO0	to
speak	VVI	speak
of	PRF	of
her	DPS	she
cherished	AJ0	cherished|cherish
griefs	NN2	grief
to	PRP	to
her	DPS	she
lofty	AJ0	lofty
sister	NN1	sister
never	AV0	never
dared	VVD	dare
to	TO0	to
propose	VVI	propose
that	CJT	that
they	PNP	they
should	VM0	should
call	VVI	call
at	PRP	at
Mr	NP0	mr
Freely	AV0	freely
's	VHZ	have
to	TO0	to
buy	VVI	buy
liquorice	NN1	liquorice
,	PUN	,
though	CJS	though
she	PNP	she
had	VHD	have
prepared	VVN	prepare|prepared
for	PRP	for
such	DT0	such
an	AT0	an
incident	NN1	incident
by	PRP	by
mentioning	VVG	mention|mentioning
a	AT0	a
slight	AJ0	slight
sore	AJ0	sore
throat	NN1	throat
.	SENT	.
So	AV0	so
she	PNP	she
had	VHD	have
to	TO0	to
pass	VVI	pass
the	AT0	the
shop	NN1	shop
on	PRP	on
the	AT0	the
other	AJ0	other
side	NN1	side
of	PRF	of
the	AT0	the
market-place	NN1	market-place
,	PUN	,
and	CJC	and
reflect	VVB	reflect
,	PUN	,
with	PRP	with
a	AT0	a
suppressed	AJ0	suppressed|suppress
sigh	NN1	sigh
,	PUN	,
that	DT0	that
behind	PRP	behind
those	DT0	those
pink	AJ0	pink
and	CJC	and
white	AJ0	white
jars	NN2	jar
somebody	PNI	somebody
was	VBD	be
thinking	VVG	thinking|think
of	PRF	of
her	PNP	she
tenderly	AV0	tenderly
,	PUN	,
unconscious	NN1	unconscious
of	PRF	of
the	AT0	the
small	AJ0	small
space	NN1	space
that	CJT	that
divided	VVD	divide|divided
her	PNP	she
from	PRP	from
him	PNP	he
.	SENT	.
And	CJC	and
it	PNP	it
was	VBD	be
quite	AV0	quite
true	AJ0	true
that	CJT	that
,	PUN	,
when	CJS	when
business	NN1	business
permitted	VVD	permit
,	PUN	,
Mr	NP0	mr
Freely	AV0	freely
thought	VVD	think
a	AT0	a
great	AJ0	great
deal	NN1	deal
of	PRF	of
Penny	NP0	penny
.	SENT	.
He	PNP	he
thought	VVD	think
her	DPS	she
prettiness	NN1	prettiness
comparable	AJ0	comparable
to	PRP	to
the	AT0	the
loveliest	AJS	lovely
things	NN2	thing
in	PRP	in
confectionery	NN1	confectionery
;	PUN	;
he	PNP	he
judged	VVD	judge
her	PNP	she
to	TO0	to
be	VBI	be
of	PRF	of
submissive	AJ0	submissive
temper	NN1	temper
likely	AJ0	likely
to	TO0	to
wait	VVI	wait
upon	PRP	upon
him	PNP	he
as	CJS	as
well	AV0	well
as	CJS	as
if	CJS	if
she	PNP	she
had	VHD	have
been	VBN	be
a	AT0	a
negress	NN1	negress
,	PUN	,
and	CJC	and
to	TO0	to
be	VBI	be
silently	AV0	silently
terrified	AJ0	terrified|terrify
when	CJS	when
his	DPS	he
liver	NN1	liver
made	VVD	make
him	PNP	he
irritable	AJ0	irritable
;	PUN	;
and	CJC	and
he	PNP	he
considered	VVD	consider|considered
the	AT0	the
Palfrey	NP0	palfrey
family	NN1	family
quite	AV0	quite
the	AT0	the
best	AJS	good
in	PRP	in
the	AT0	the
parish	NN1	parish
,	PUN	,
possessing	VVG	possess|possessing
marriageable	AJ0	marriageable
daughters	NN2	daughter
.	SENT	.
On	PRP	on
the	AT0	the
whole	NN1	whole
,	PUN	,
he	PNP	he
thought	VVD	think
her	PNP	she
worthy	AJ0	worthy
to	TO0	to
become	VVI	become
Mrs	NP0	mrs
Edward	NP0	edward
Freely	AV0	freely
,	PUN	,
and	CJC	and
all	DT0	all
the	AT0	the
more	AV0	more
so	AV0	so
,	PUN	,
because	CJS	because
it	PNP	it
would	VM0	would
probably	AV0	probably
require	VVI	require
some	DT0	some
ingenuity	NN1	ingenuity
to	TO0	to
win	VVI	win
her	PNP	she
.	SENT	.
Mr	NP0	mr
Palfrey	NP0	palfrey
was	VBD	be
capable	AJ0	capable
of	PRF	of
horse-whipping	NN1	horse-whipping
a	AT0	a
too	AV0	too
rash	AJ0	rash
pretender	NN1	pretender
to	PRP	to
his	DPS	he
daughter	NN1	daughter
's	POS	's
hand	NN1	hand
;	PUN	;
and	CJC	and
,	PUN	,
moreover	AV0	moreover
,	PUN	,
he	PNP	he
had	VHD	have
three	CRD	three
tall	AJ0	tall
sons	NN2	son
:	PUN	:
it	PNP	it
was	VBD	be
clear	AJ0	clear
that	CJT	that
a	AT0	a
suitor	NN1	suitor
would	VM0	would
be	VBI	be
at	PRP	at
a	AT0	a
disadvantage	NN1	disadvantage
with	PRP	with
such	DT0	such
a	AT0	a
family	NN1	family
,	PUN	,
unless	CJS	unless
travel	NN1	travel
and	CJC	and
natural	AJ0	natural
acumen	NN1	acumen
had	VHD	have
given	VVN	give|given
him	PNP	he
a	AT0	a
countervailing	AJ0	countervailing
power	NN1	power
of	PRF	of
contrivance	NN1	contrivance
.	SENT	.
And	CJC	and
the	AT0	the
first	ORD	first
idea	NN1	idea
that	CJT	that
occurred	VVD	occur
to	PRP	to
him	PNP	he
in	PRP	in
the	AT0	the
matter	NN1	matter
was	VBD	be
,	PUN	,
that	CJT	that
Mr	NP0	mr
Palfrey	NP0	palfrey
would	VM0	would
object	VVI	object
less	AV0	less
if	CJS	if
he	PNP	he
knew	VVD	know
that	CJT	that
the	AT0	the
Freelys	NP0	Freelys
were	VBD	be
a	AT0	a
much	AV0	much
higher	AJC	high
family	NN1	family
than	CJS	than
his	DPS	he
own	DT0	own
.	SENT	.
It	PNP	it
had	VHD	have
been	VBN	be
foolish	AJ0	foolish
modesty	NN1	modesty
in	PRP	in
him	PNP	he
hitherto	AV0	hitherto
to	TO0	to
conceal	VVI	conceal
the	AT0	the
fact	NN1	fact
that	CJT	that
a	AT0	a
branch	NN1	branch
of	PRF	of
the	AT0	the
Freelys	NP0	Freelys
held	VVD	hold|held
a	AT0	a
manor	NN1	manor
in	PRP	in
Yorkshire	NP0	yorkshire
,	PUN	,
and	CJC	and
to	TO0	to
shut	VVI	shut
up	AVP	up
the	AT0	the
portrait	NN1	portrait
of	PRF	of
his	DPS	he
great	AJ0	great
uncle	NN1	uncle
the	AT0	the
admiral	NN1	admiral
,	PUN	,
instead	AV0	instead
of	PRF	of
hanging	VVG	hang|hanging
it	PNP	it
up	AVP	up
where	CJS	where
a	AT0	a
family	NN1	family
portrait	NN1	portrait
should	VM0	should
be	VBI	be
hung	VVN	hang|hung
over	PRP	over
the	AT0	the
mantelpiece	NN1	mantelpiece
in	PRP	in
the	AT0	the
parlour	NN1	parlour
.	SENT	.
Admiral	NP0	admiral
Freely	AV0	freely
,	PUN	,
K.C.B.	NP0	K.C.B.
,	PUN	,
once	AV0	once
placed	VVN	place
in	PRP	in
this	DT0	this
conspicuous	AJ0	conspicuous
position	NN1	position
,	PUN	,
was	VBD	be
seen	VVN	see
to	TO0	to
have	VHI	have
had	VHN	have
one	CRD	one
arm	NN1	arm
only	AV0	only
,	PUN	,
and	CJC	and
one	CRD	one
eye	NN1	eye
in	PRP	in
these	DT0	these
points	NN2	point
resembling	VVG	resemble
the	AT0	the
heroic	AJ0	heroic
Nelson	NP0	nelson
while	CJS	while
a	AT0	a
certain	AJ0	certain
pallid	AJ0	pallid
insignificance	NN1	insignificance
of	PRF	of
feature	NN1	feature
confirmed	VVD	confirm|confirmed
the	AT0	the
relationship	NN1	relationship
between	PRP	between
himself	PNX	himself
and	CJC	and
his	DPS	he
grand-nephew	NN1	grand-nephew
.	SENT	.
Next	ORD	next
,	PUN	,
Mr	NP0	mr
Freely	AV0	freely
was	VBD	be
seized	VVN	seize
with	PRP	with
an	AT0	an
irrepressible	AJ0	irrepressible
ambition	NN1	ambition
to	PRP	to
posses	NN2	poss
Mrs	NP0	mrs
Palfrey	NP0	palfrey
's	POS	's
receipt	NN1	receipt
for	PRP	for
brawn	NN1	brawn
,	PUN	,
hers	PNP	hers
being	VBG	be
pronounced	VVN	pronounce|pronounced
on	PRP	on
all	DT0	all
hands	NN2	hand
to	TO0	to
be	VBI	be
superior	AJ0	superior
to	PRP	to
his	DPS	he
own	DT0	own
as	CJS	as
he	PNP	he
informed	VVD	inform|informed
her	PNP	she
in	PRP	in
a	AT0	a
very	AV0	very
flattering	AJ0	flattering|flatter
letter	NN1	letter
carried	VVN	carry
by	PRP	by
his	DPS	he
errand-boy	NN1	errand-boy
.	SENT	.
Now	AV0	now
Mrs	NP0	mrs
Palfrey	NP0	palfrey
,	PUN	,
like	PRP	like
other	AJ0	other
geniuses	NN2	genius
,	PUN	,
wrought	VVN	work|wrought
by	PRP	by
instinct	NN1	instinct
rather	AV0	rather
than	CJS	than
by	PRP	by
rule	NN1	rule
,	PUN	,
and	CJC	and
possessed	VVD	possess|possessed
no	AT0	no
receipts	NN2	receipt
indeed	AV0	indeed
,	PUN	,
despised	VVD	despise|despised
all	DT0	all
people	NN0	people
who	PNQ	who
used	VVD	use|used
them	PNP	they
,	PUN	,
observing	VVG	observe
that	CJT	that
people	NN0	people
who	PNQ	who
pickled	VVD	pickle
by	PRP	by
book	NN1	book
,	PUN	,
must	VM0	must
pickle	VVI	pickle
by	PRP	by
weights	NN2	weight
and	CJC	and
measures	NN2	measure
,	PUN	,
and	CJC	and
such	DT0	such
nonsense	NN1	nonsense
;	PUN	;
as	CJS	as
for	PRP	for
herself	PNX	herself
,	PUN	,
her	DPS	she
weights	NN2	weight
and	CJC	and
measures	NN2	measure
were	VBD	be
the	AT0	the
tip	NN1	tip
of	PRF	of
her	DPS	she
finger	NN1	finger
and	CJC	and
the	AT0	the
tip	NN1	tip
of	PRF	of
her	DPS	she
tongue	NN1	tongue
,	PUN	,
and	CJC	and
if	CJS	if
you	PNP	you
went	VVD	go
nearer	AV0	near
,	PUN	,
why	AVQ	why
,	PUN	,
of	PRF	of
course	NN1	course
,	PUN	,
for	PRP	for
dry	AJ0	dry
goods	NN2	goods
like	PRP	like
flour	NN1	flour
and	CJC	and
spice	NN1	spice
,	PUN	,
you	PNP	you
went	VVD	go
by	PRP	by
handfuls	NN2	handful
and	CJC	and
pinches	NN2	pinch
,	PUN	,
and	CJC	and
for	PRP	for
wet	AJ0	wet
,	PUN	,
there	EX0	there
was	VBD	be
a	AT0	a
middle-sized	AJ0	middle-sized
jug	NN1	jug
quite	AV0	quite
the	AT0	the
best	AJS	good
thing	NN1	thing
whether	CJS	whether
for	PRP	for
much	DT0	much
or	CJC	or
little	DT0	little
,	PUN	,
because	CJS	because
you	PNP	you
might	VM0	might
know	VVI	know
how	AVQ	how
much	DT0	much
a	AT0	a
teacupful	NN1	teacupful
was	VBD	be
if	CJS	if
you	PNP	you
'd	VHD	have
got	VVN	get
any	DT0	any
use	NN1	use
of	PRF	of
your	DPS	you
senses	NN2	sense
,	PUN	,
and	CJC	and
you	PNP	you
might	VM0	might
be	VBI	be
sure	AJ0	sure
it	PNP	it
would	VM0	would
take	VVI	take
five	CRD	five
middle-sized	AJ0	middle-sized
jugs	NN2	jug
to	TO0	to
make	VVI	make
a	AT0	a
gallon	NN1	gallon
.	SENT	.
Knowledge	NN1	knowledge
of	PRF	of
this	DT0	this
kind	NN1	kind
is	VBZ	be
like	PRP	like
Titian	NP0	titian
's	POS	's
colouring	NN1	colour|colouring
,	PUN	,
difficult	AJ0	difficult
to	TO0	to
communicate	VVI	communicate
;	PUN	;
and	CJC	and
as	CJS	as
Mrs	NP0	mrs
Palfrey	NP0	palfrey
,	PUN	,
once	AV0	once
remarkably	AV0	remarkably
handsome	AJ0	handsome
,	PUN	,
had	VHD	have
now	AV0	now
become	VVN	become
rather	AV0	rather
stout	AJ0	stout
and	CJC	and
asthmatical	AJ0	asthmatical
,	PUN	,
and	CJC	and
scarcely	AV0	scarcely
ever	AV0	ever
left	VVN	leave|left
home	AV0	home
,	PUN	,
her	DPS	she
oral	AJ0	oral
teaching	NN1	teaching|teach
could	VM0	could
hardly	AV0	hardly
be	VBI	be
given	VVN	give|given
anywhere	AV0	anywhere
except	CJS	except
at	PRP	at
Long	AJ0	long
Meadows	NN2	meadow
.	SENT	.
Even	AV0	even
a	AT0	a
matron	NN1	matron
is	VBZ	be
not	XX0	not
insusceptible	AJ0	insusceptible
to	PRP	to
flattery	NN1	flattery
,	PUN	,
and	CJC	and
the	AT0	the
